tweets,Subjectivity,Polarity,Analysis
 Where is PETA when you need them?,0.0,0.0,0
: PETA urges PM Modi to declare Gandhi Jayanti as ‘National Meat-Free Day’ ,0.0,0.0,0
": Please sign this petition✍️

Reports allege that this Spanish airline is transporting monkeys to U.S. laboratories. And…",0.0,0.0,0
: I liked this appeal tweet of PETA but PETA SM handler has hidden all the Eid related replies shows how biased their activism…,0.5111111111111111,0.14444444444444446,1
": 22/ No one at the ABC, certainly not Leigh Sales, has stooped as low as Paul Murray or Peta Credlin by falsely &amp; irresponsibl…",0.4904761904761905,-0.16904761904761909,-1
" _Sakurai  You want them to add a chicken into a fighting game, so the chicken can get beat up... weren't you guys against Pokemon because digital creatures were fighting each other? Kinda sus imo",0.5349999999999999,-0.34500000000000003,-1
: Didn’t Leigh Sales and Peta Credlin attempt to tag team bully Dan Andrew’s?,0.0,0.0,0
 Being a secular organization Peta should also appeal animals to adhere sharia law and Burqa should be mandatory for female animals.,0.16666666666666666,0.0,0
": The time has come to modernize therapeutics research, based on data, MachineLearning/AI and high-performance computing,…",0.0,0.0,0
" they haven't added Waluigi -- one of their own characters with MASSIVE support behind them. What makes you think they'll add a random corporate mascot?
",0.64,-0.06000000000000001,-1
": This is not science. This is Murder. 
Marmosets Die, 
UMass Experimenter Collects $3.8 Million in Tax Money.",0.0,0.0,0
 What a great idea! Thanks  for your awesome spirit and making GandhiJayanti a day for such a noble cause. Hope  ji is listening !,0.67,0.5900000000000001,1
": King  Garu launched the teaser of PelliSandaD. 🎺🎉

Teaser-  
Launch video - https…",0.0,0.0,0
 _Sakurai  Id kill that chicken like u killed that little girls dog,0.48333333333333334,-0.32916666666666666,-1
  💔💔💔💔💔I’ve signed,0.0,0.0,0
"  Also declare the same in Eid too when millions are slaughtered for no reason. 

 

  

 

 

 

 
",0.125,0.0,0
  I'm disgusted,1.0,-1.0,-1
": Why you should never watch live zoo cams  
ANIMAL CRUELTY
 
  …",0.5,0.13636363636363635,1
  What?,0.0,0.0,0
: I liked this appeal tweet of PETA but PETA SM handler has hidden all the Eid related replies shows how biased their activism…,0.5111111111111111,0.14444444444444446,1
": She knows that clothes should never take an animal’s life and that’s why she makes such a difference.

Wishing  a…",0.5,0.0,0
  My opinion is yump,0.0,0.0,0
"  also declare the same in Eid too when millions are slaughtered for no reason. 

 

  

 

 

 

 
",0.125,0.0,0
_ssb:   I'm hungry ,0.0,0.0,0
: I liked this appeal tweet of PETA but PETA SM handler has hidden all the Eid related replies shows how biased their activism…,0.5111111111111111,0.14444444444444446,1
:   finally some good fucking food ,0.8000000000000002,0.033333333333333326,1
:   also declare the same in Eid too when millions are slaughtered for no reason.  …,0.125,0.0,0
 _0_0        I appreciate your compassion for animals.. but I hope you are not donating to Fraud peta ..,0.0,0.0,0
Hey  what's your guys opinion on chicken butt?,0.95,-0.6,-1
is good news and it should be fulfilled for  PMModi UPElections2022 bhi rahe hai ,0.6000000000000001,0.7,1
: I liked this appeal tweet of PETA but PETA SM handler has hidden all the Eid related replies shows how biased their activism…,0.5111111111111111,0.14444444444444446,1
I liked this appeal tweet of PETA but PETA SM handler has hidden all the Eid related replies shows how biased their activism is ,0.5111111111111111,0.14444444444444446,1
": Why you should never watch live zoo cams  
ANIMAL CRUELTY
 
  …",0.5,0.13636363636363635,1
 Peta wanting to petitiin their mascot as the last dlc fighter is the funniest thing ever,0.06666666666666667,0.0,0
": 22/ No one at the ABC, certainly not Leigh Sales, has stooped as low as Paul Murray or Peta Credlin by falsely &amp; irresponsibl…",0.4904761904761905,-0.16904761904761909,-1
": Please sign this petition✍️

Reports allege that this Spanish airline is transporting monkeys to U.S. laboratories. And…",0.0,0.0,0
"Alan, Rowan and Peta would actually be good to talk to. The other three would spend the night virtue signalling. ",0.48750000000000004,0.2875,1
": Peta India , The Epitome Of Hypocrisy

Pic 1: Requests PM To Declare  ""Gandhi Jayanti "" as  ""National Meat Free Day ""

Pic 2:…",0.8,0.4,1
"Lolita has been suffering in the smallest orca tank in the world for over a half-century at the  in Florida. Ask the Miami-Dade state attorney, , to help her:  Via ",0.0,0.0,0
"Lol….
PETA india is so considerate that they want to profiteer selling the tabdoori chicken along with booze on every gandhi jayanti day from now onwards! ",0.95,-0.75,-1
:   Are journalists unbiased and fair? Have Leigh Sales/ Peta Credlin appeared in Gladys presser y…,0.9,0.7,1
: Didn’t Leigh Sales and Peta Credlin attempt to tag team bully Dan Andrew’s?,0.0,0.0,0
 india is not some one personal property .....back off  ,0.3,0.0,0
: When Peta Credlin mentioned baseball bats and the Victorian govt where was the outrage from Australian journalists ? Did I…,0.0,0.0,0
  Meat is good for your body it makes you strong and healthy,0.6111111111111112,0.5444444444444444,1
": Why you should never watch live zoo cams  
ANIMAL CRUELTY
 
  …",0.5,0.13636363636363635,1
: A former employee testified at her DTRC hearing that a trainer punished a horse by withholding food for four days. Pleas…,0.0,0.0,0
": Why you should never watch live zoo cams  
ANIMAL CRUELTY
 
  …",0.5,0.13636363636363635,1
": She wore  to the MetGala, but on one condition—that the company go fur-free—and THEY DID!
 
Tonight …",0.0,0.0,0
Im convinced that peta and that vegan teacher are not actually vegans but just people trying to make vegans look bad,0.3833333333333333,-0.3499999999999999,-1
So Does Peta Run Around In Public Naked Or Something 🤨 ,0.23333333333333334,0.0,0
  + that’s a mod so get sued lol,0.55,0.5,1
:  How did journalists feel about Peta Credlin and her baseball comments and the Vic govt ? Did I miss the outrage ?…,0.0,0.0,0
": She wore  to the MetGala, but on one condition—that the company go fur-free—and THEY DID!
 
Tonight …",0.0,0.0,0
"_co: Vegans who follow me (this post is for vegans only)
To prove a point, whats your opinion on peta and the vegan teacher",1.0,0.0,0
: PETA urges PM Modi to declare Gandhi Jayanti as ‘National Meat-Free Day’ ,0.0,0.0,0
  You really think this will actually happen don’t you?,0.15000000000000002,0.1,1
: Stop Plans for Greyhound Racing at Oxford Stadium ,0.0,0.0,0
"Vegans who follow me (this post is for vegans only)
To prove a point, whats your opinion on peta and the vegan teacher",1.0,0.0,0
"  _herb It's like when people dunk on those cringe PETA ads that are 100% designed to be dunked on just to spread them around, there's no way to interact with it that isn't a win for the person doing it.",0.4,0.8,1
": Why you should never watch live zoo cams  
ANIMAL CRUELTY
 
  …",0.5,0.13636363636363635,1
": She wore  to the MetGala, but on one condition—that the company go fur-free—and THEY DID!
 
Tonight …",0.0,0.0,0
": Leigh Sales from Sydney, popped up in Melbourne presser and got stuck into Dan Andrews, just like Peta Credlin did.

Has she e…",0.0,0.0,0
: When Peta Credlin mentioned baseball bats and the Victorian govt where was the outrage from Australian journalists ? Did I…,0.0,0.0,0
": Abbott obviously deserves much scorn for his treatment of Gillard… but Julie Bishop, Peta Credlin, Bronwyn Bishop and M…",0.35,0.1,1
 : 21f8a051-a666-4d26-a6c5-b13612ae65b4,0.0,0.0,0
": She wore  to the MetGala, but on one condition—that the company go fur-free—and THEY DID!
 
Tonight …",0.0,0.0,0
": She wore  to the MetGala, but on one condition—that the company go fur-free—and THEY DID!
 
Tonight …",0.0,0.0,0
"Why you should never watch live zoo cams  
ANIMAL CRUELTY
 
   
  
 
chesterzoo
 ",0.5,0.13636363636363635,1
: .: Following PETA's campaign to save cats  tried to pass a law to keep Animal Testing Records a…,0.1,0.0,0
: PETA urges PM Modi to declare Gandhi Jayanti as ‘National Meat-Free Day’ ,0.0,0.0,0
:   Experimenters  sew live mice together!  has gotten funding for other cruel ex…,0.625,-0.3181818181818182,-1
Stop Plans for Greyhound Racing at Oxford Stadium ,0.0,0.0,0
: Didn’t Leigh Sales and Peta Credlin attempt to tag team bully Dan Andrew’s?,0.0,0.0,0
  You realized your character lost right? And it's in last right?,0.37936507936507935,0.19047619047619047,1
_Firstt  i want to eat a dog alive,0.4,0.1,1
": Leigh Sales from Sydney, popped up in Melbourne presser and got stuck into Dan Andrews, just like Peta Credlin did.

Has she e…",0.0,0.0,0
": “I find it shocking that wearing fur isn’t completely outlawed at this point in 2021.”

 wouldn’t wear …",0.7,-0.45,-1
   _marmo I want to eat them so bad,0.6666666666666666,-0.6999999999999998,-1
": PETA being mischievous as usual !!
Zoonotic diseases happen with unplanned urbanisation/ encroaching forest spaces. They can…",0.25,-0.390625,-1
:  _1970  _TNIE      …,0.0,0.0,0
: Didn’t Leigh Sales and Peta Credlin attempt to tag team bully Dan Andrew’s?,0.0,0.0,0
"Respected  ji, kindly consider our request to declare Bakrid as ‘National PETA-Free Day’ to recognise PETA’s moral principle of being double-faced and leading a life of hypocrisy. ",0.575,0.3,1
i could see people wanting this ironically to beat up the peta chicken but the demographic of people who care unironically doesnt even include peta members,0.95,-0.6,-1
...the character IS a nugget. i saw someone play the game years ago in a stream and her name is nugget. ,0.4,-0.4,-1
"We work with leading employers across Hampshire and Dorset to provide you with the very best training. 

Head over to our website to find the right Engineering, IT or Business apprenticeship for you! careers apprenitices  ",0.46285714285714286,0.6785714285714286,1
  he will call Peta for help,0.0,0.0,0
"_Dav1es: Please  close the dog laboratory, release all dogs from this lab for adoption into good homes, and redirect resources…",0.6000000000000001,0.7,1
: Didn’t Leigh Sales and Peta Credlin attempt to tag team bully Dan Andrew’s?,0.0,0.0,0
": Abbott obviously deserves much scorn for his treatment of Gillard… but Julie Bishop, Peta Credlin, Bronwyn Bishop and M…",0.35,0.1,1
: Didn’t Leigh Sales and Peta Credlin attempt to tag team bully Dan Andrew’s?,0.0,0.0,0
": Abbott obviously deserves much scorn for his treatment of Gillard… but Julie Bishop, Peta Credlin, Bronwyn Bishop and M…",0.35,0.1,1
Didn’t Leigh Sales and Peta Credlin attempt to tag team bully Dan Andrew’s?,0.0,0.0,0
   She wore this RATIOOOO,0.0,0.0,0
": PETA urges PM Modi to declare Gandhi Jayanti as ‘National Meat-Free Day’ 

Read:  ",0.0,0.0,0
"  Clearly you want Modi to lose the next elections. But thankfully he’s not dim like you.

Unofficially it’s already happening, but you guys should officially declare bakrid as “PETA Free Day”",0.42083333333333334,0.11250000000000002,1
": Abbott obviously deserves much scorn for his treatment of Gillard… but Julie Bishop, Peta Credlin, Bronwyn Bishop and M…",0.35,0.1,1
": .: Following PETA's campaign to save cats,  tried to pass a law to keep Animal Testing Records a sec…",0.1,0.0,0
" OMG....!!! 
Heads need to roll
This evil must be outlawed NOW..!! 
    
     ",1.0,-1.0,-1
": Following PETA's campaign to save cats,  tried to pass a law to keep Animal Testing Records a secret. 📂📁 http…",0.39999999999999997,-0.2,-1
": Abbott obviously deserves much scorn for his treatment of Gillard… but Julie Bishop, Peta Credlin, Bronwyn Bishop and M…",0.35,0.1,1
" How's your friend Berejiklian going,after coming to Melbourne and trying to savage an Victorian Government Press conference,along with that other idiot,Peta Credlin?",0.375,-0.125,-1
"  also declare the same in Eid too when millions are slaughtered for no reason. 

 

  

 

 

 

 
",0.125,0.0,0
": _kernot  Hi Cheryl.
In response to Chris Uhlmann’s, “Peta Credlin-styled” gate crashing of our Canberra p…",0.0,0.0,0
": She wore  to the MetGala, but on one condition—that the company go fur-free—and THEY DID!
 
Tonight …",0.0,0.0,0
: How to Make the Most Amazing Present for Your Cat | Companion Animals |   DIY Cat Toy ,0.4666666666666666,0.3666666666666667,1
